"package","type","subtypes","name","signature","ext","input","kind","provenance"
"android.database.sqlite","SQLiteDatabase",false,"query","(String,String[],String,String[],String,String,String,String)","","Argument[2]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"query","(String,String[],String,String[],String,String,String,String)","","Argument[4..7]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"query","(boolean,String,String[],String,String[],String,String,String,String)","","Argument[1]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"query","(boolean,String,String[],String,String[],String,String,String,String)","","Argument[2]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"query","(boolean,String,String[],String,String[],String,String,String,String)","","Argument[3]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"query","(boolean,String,String[],String,String[],String,String,String,String)","","Argument[5..8]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"query","(boolean,String,String[],String,String[],String,String,String,String,CancellationSignal)","","Argument[1]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"query","(boolean,String,String[],String,String[],String,String,String,String,CancellationSignal)","","Argument[2]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"query","(boolean,String,String[],String,String[],String,String,String,String,CancellationSignal)","","Argument[3]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"query","(boolean,String,String[],String,String[],String,String,String,String,CancellationSignal)","","Argument[5..8]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"queryWithFactory","(SQLiteDatabase$CursorFactory,boolean,String,String[],String,String[],String,String,String,String)","","Argument[2]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"queryWithFactory","(SQLiteDatabase$CursorFactory,boolean,String,String[],String,String[],String,String,String,String)","","Argument[3]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"queryWithFactory","(SQLiteDatabase$CursorFactory,boolean,String,String[],String,String[],String,String,String,String)","","Argument[4]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"queryWithFactory","(SQLiteDatabase$CursorFactory,boolean,String,String[],String,String[],String,String,String,String)","","Argument[6..9]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"queryWithFactory","(SQLiteDatabase$CursorFactory,boolean,String,String[],String,String[],String,String,String,String,CancellationSignal)","","Argument[2]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"queryWithFactory","(SQLiteDatabase$CursorFactory,boolean,String,String[],String,String[],String,String,String,String,CancellationSignal)","","Argument[3]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"queryWithFactory","(SQLiteDatabase$CursorFactory,boolean,String,String[],String,String[],String,String,String,String,CancellationSignal)","","Argument[4]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"queryWithFactory","(SQLiteDatabase$CursorFactory,boolean,String,String[],String,String[],String,String,String,String,CancellationSignal)","","Argument[6..9]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"rawQuery","(String,String[])","","Argument[0]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"rawQuery","(String,String[],CancellationSignal)","","Argument[0]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"rawQueryWithFactory","(SQLiteDatabase$CursorFactory,String,String[],String)","","Argument[1]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"rawQueryWithFactory","(SQLiteDatabase$CursorFactory,String,String[],String,CancellationSignal)","","Argument[1]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"update","(String,ContentValues,String,String[])","","Argument[0]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"update","(String,ContentValues,String,String[])","","Argument[2]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"updateWithOnConflict","(String,ContentValues,String,String[],int)","","Argument[0]","sql-injection","manual"
"android.database.sqlite","SQLiteDatabase",false,"updateWithOnConflict","(String,ContentValues,String,String[],int)","","Argument[2]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"delete","(SQLiteDatabase,String,String[])","","Argument[1]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"delete","(SQLiteDatabase,String,String[])","","Argument[this]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"insert","(SQLiteDatabase,ContentValues)","","Argument[this]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"query","(SQLiteDatabase,String[],String,String[],String,String,String)","","Argument[1]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"query","(SQLiteDatabase,String[],String,String[],String,String,String)","","Argument[2]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"query","(SQLiteDatabase,String[],String,String[],String,String,String)","","Argument[4..6]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"query","(SQLiteDatabase,String[],String,String[],String,String,String)","","Argument[this]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"query","(SQLiteDatabase,String[],String,String[],String,String,String,String)","","Argument[1]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"query","(SQLiteDatabase,String[],String,String[],String,String,String,String)","","Argument[2]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"query","(SQLiteDatabase,String[],String,String[],String,String,String,String)","","Argument[4..7]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"query","(SQLiteDatabase,String[],String,String[],String,String,String,String)","","Argument[this]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"query","(SQLiteDatabase,String[],String,String[],String,String,String,String,CancellationSignal)","","Argument[1]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"query","(SQLiteDatabase,String[],String,String[],String,String,String,String,CancellationSignal)","","Argument[2]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"query","(SQLiteDatabase,String[],String,String[],String,String,String,String,CancellationSignal)","","Argument[4..7]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"query","(SQLiteDatabase,String[],String,String[],String,String,String,String,CancellationSignal)","","Argument[this]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"update","(SQLiteDatabase,ContentValues,String,String[])","","Argument[2]","sql-injection","manual"
"android.database.sqlite","SQLiteQueryBuilder",true,"update","(SQLiteDatabase,ContentValues,String,String[])","","Argument[this]","sql-injection","manual"
"android.os","ParcelFileDescriptor",false,"open","","","Argument[0]","path-injection","manual"
"android.support.v4.app","FragmentTransaction",true,"add","(Class,Bundle,String)","","Argument[0]","fragment-injection","manual"
"android.support.v4.app","FragmentTransaction",true,"add","(Fragment,String)","","Argument[0]","fragment-injection","manual"
"android.support.v4.app","FragmentTransaction",true,"add","(int,Class,Bundle)","","Argument[1]","fragment-injection","manual"
"android.support.v4.app","FragmentTransaction",true,"add","(int,Class,Bundle,String)","","Argument[1]","fragment-injection","manual"
"android.support.v4.app","FragmentTransaction",true,"add","(int,Fragment)","","Argument[1]","fragment-injection","manual"
"android.support.v4.app","FragmentTransaction",true,"add","(int,Fragment,String)","","Argument[1]","fragment-injection","manual"
"android.support.v4.app","FragmentTransaction",true,"attach","(Fragment)","","Argument[0]","fragment-injection","manual"
"android.support.v4.app","FragmentTransaction",true,"replace","(int,Class,Bundle)","","Argument[1]","fragment-injection","manual"
"android.support.v4.app","FragmentTransaction",true,"replace","(int,Class,Bundle,String)","","Argument[1]","fragment-injection","manual"
"android.support.v4.app","FragmentTransaction",true,"replace","(int,Fragment)","","Argument[1]","fragment-injection","manual"
"android.support.v4.app","FragmentTransaction",true,"replace","(int,Fragment,String)","","Argument[1]","fragment-injection","manual"
"android.util","Log",true,"d","","","Argument[1]","log-injection","manual"
"android.util","Log",true,"e","","","Argument[1]","log-injection","manual"
"android.util","Log",true,"i","","","Argument[1]","log-injection","manual"
"android.util","Log",true,"v","","","Argument[1]","log-injection","manual"
"android.util","Log",true,"w","","","Argument[1]","log-injection","manual"
"android.util","Log",true,"wtf","","","Argument[1]","log-injection","manual"
"android.webkit","WebView",true,"evaluateJavascript","","","Argument[0]","js-injection","manual"
"android.webkit","WebView",true,"loadData","","","Argument[0]","html-injection","manual"
"android.webkit","WebView",true,"loadDataWithBaseURL","","","Argument[1]","html-injection","manual"
"androidx.core.app","AlarmManagerCompat",true,"setAlarmClock","","","Argument[2..3]","pending-intents","manual"
"androidx.core.app","AlarmManagerCompat",true,"setAndAllowWhileIdle","","","Argument[3]","pending-intents","manual"
"androidx.core.app","AlarmManagerCompat",true,"setExact","","","Argument[3]","pending-intents","manual"
"androidx.core.app","AlarmManagerCompat",true,"setExactAndAllowWhileIdle","","","Argument[3]","pending-intents","manual"
"androidx.core.app","NotificationCompat$Action",true,"Action","(int,CharSequence,PendingIntent)","","Argument[1]","notification","manual"
"androidx.core.app","NotificationCompat$Action$Builder",true,"Builder","(IconCompat,CharSequence,PendingIntent)","","Argument[1]","notification","manual"
"androidx.core.app","NotificationCompat$Action$Builder",true,"Builder","(int,CharSequence,PendingIntent)","","Argument[1]","notification","manual"
"androidx.core.app","NotificationCompat$Action$Builder",true,"addExtras","(Bundle)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$BigPictureStyle",true,"setBigContentTitle","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$BigPictureStyle",true,"setContentDescription","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$BigPictureStyle",true,"setSummaryText","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$BigTextStyle",true,"bigText","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$BigTextStyle",true,"setBigContentTitle","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$BigTextStyle",true,"setSummaryText","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"addAction","(int,CharSequence,PendingIntent)","","Argument[1]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"addExtras","(Bundle)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setCategory","(String)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setChannelId","(String)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setContent","(RemoteViews)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setContentInfo","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setContentText","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setContentTitle","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setCustomBigContentView","(RemoteViews)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setCustomContentView","(RemoteViews)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setCustomHeadsUpContentView","(RemoteViews)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setExtras","(Bundle)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setGroup","(String)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setRemoteInputHistory","(CharSequence[])","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setSettingsText","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setSortKey","(String)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setSubText","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setTicker","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$Builder",true,"setTicker","(CharSequence,RemoteViews)","","Argument[0..1]","notification","manual"
"androidx.core.app","NotificationCompat$CallStyle",true,"setVerificationText","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$InboxStyle",true,"addLine","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$InboxStyle",true,"setBigContentTitle","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$InboxStyle",true,"setSummaryText","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$MessagingStyle",true,"MessagingStyle","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$MessagingStyle",true,"addMessage","(CharSequence,long,CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$MessagingStyle",true,"addMessage","(CharSequence,long,CharSequence)","","Argument[2]","notification","manual"
"androidx.core.app","NotificationCompat$MessagingStyle",true,"addMessage","(CharSequence,long,Person)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$MessagingStyle",true,"setConversationTitle","(CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$MessagingStyle$Message",true,"Message","(CharSequence,long,CharSequence)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationCompat$MessagingStyle$Message",true,"Message","(CharSequence,long,CharSequence)","","Argument[2]","notification","manual"
"androidx.core.app","NotificationCompat$MessagingStyle$Message",true,"Message","(CharSequence,long,Person)","","Argument[0]","notification","manual"
"androidx.core.app","NotificationManagerCompat",true,"notify","(String,int,Notification)","","Argument[2]","pending-intents","manual"
"androidx.core.app","NotificationManagerCompat",true,"notify","(int,Notification)","","Argument[1]","pending-intents","manual"
"androidx.fragment.app","FragmentTransaction",true,"add","(Class,Bundle,String)","","Argument[0]","fragment-injection","manual"
"androidx.fragment.app","FragmentTransaction",true,"add","(Fragment,String)","","Argument[0]","fragment-injection","manual"
"androidx.fragment.app","FragmentTransaction",true,"add","(int,Class,Bundle)","","Argument[1]","fragment-injection","manual"
"androidx.fragment.app","FragmentTransaction",true,"add","(int,Class,Bundle,String)","","Argument[1]","fragment-injection","manual"
"androidx.fragment.app","FragmentTransaction",true,"add","(int,Fragment)","","Argument[1]","fragment-injection","manual"
"androidx.fragment.app","FragmentTransaction",true,"add","(int,Fragment,String)","","Argument[1]","fragment-injection","manual"
"androidx.fragment.app","FragmentTransaction",true,"attach","(Fragment)","","Argument[0]","fragment-injection","manual"
"androidx.fragment.app","FragmentTransaction",true,"replace","(int,Class,Bundle)","","Argument[1]","fragment-injection","manual"
"androidx.fragment.app","FragmentTransaction",true,"replace","(int,Class,Bundle,String)","","Argument[1]","fragment-injection","manual"
"androidx.fragment.app","FragmentTransaction",true,"replace","(int,Fragment)","","Argument[1]","fragment-injection","manual"
"androidx.fragment.app","FragmentTransaction",true,"replace","(int,Fragment,String)","","Argument[1]","fragment-injection","manual"
"androidx.slice","SliceProvider",true,"onBindSlice","","","ReturnValue","pending-intents","manual"
"androidx.slice","SliceProvider",true,"onCreatePermissionRequest","","","ReturnValue","pending-intents","manual"
"ch.ethz.ssh2","Connection",false,"authenticateWithPassword","(String,String)","","Argument[0]","credentials-username","manual"
"ch.ethz.ssh2","Connection",false,"authenticateWithPassword","(String,String)","","Argument[1]","credentials-password","manual"
"com.alibaba.com.caucho.hessian.io","AbstractHessianInput",true,"readObject","","","Argument[this]","unsafe-deserialization","manual"
"com.alibaba.com.caucho.hessian.io","Hessian2StreamingInput",true,"readObject","","","Argument[this]","unsafe-deserialization","manual"
"com.alibaba.druid.sql.repository","SchemaRepository",true,"console","(String)","","Argument[0]","sql-injection","ai-manual"
"com.amazonaws.auth","BasicAWSCredentials",false,"BasicAWSCredentials","(String,String)","","Argument[0]","credentials-key","manual"
"com.amazonaws.auth","BasicAWSCredentials",false,"BasicAWSCredentials","(String,String)","","Argument[1]","credentials-key","manual"
"com.auth0.jwt.algorithms","Algorithm",false,"HMAC256","(String)","","Argument[0]","credentials-key","manual"
"com.auth0.jwt.algorithms","Algorithm",false,"HMAC256","(byte[])","","Argument[0]","credentials-key","manual"
"com.auth0.jwt.algorithms","Algorithm",false,"HMAC384","(String)","","Argument[0]","credentials-key","manual"
